UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power_W,wear_torque,temp_per_rpm,high_wear,product_type_enc
5574,L52753,L,302.5,312.2,1738,25.3,14,0,0,0,0,0,0,9.699999999999989,4604.674240268608,354.2,0.17952846463484762,0,0
5575,L52754,L,302.4,312.0,1305,49.1,16,0,0,0,0,0,0,9.600000000000023,6709.970669169759,785.6,0.23889739663093415,0,0
5576,H34989,H,302.4,312.0,1477,39.7,18,0,0,0,0,0,0,9.600000000000023,6140.441808975977,714.6,0.21109607577807848,0,2
5577,H34990,H,302.4,312.0,1457,43.4,23,0,0,0,0,0,0,9.600000000000023,6621.828051285542,998.1999999999999,0.2139917695473251,0,2
5578,L52757,L,302.4,312.1,1455,40.4,28,0,0,0,0,0,0,9.700000000000045,6155.63664544384,1131.2,0.21435439560439562,0,0
5579,L52758,L,302.5,312.2,1574,38.7,30,0,0,0,0,0,0,9.699999999999989,6378.878219407931,1161.0,0.19822222222222222,0,0
5580,L52759,L,302.6,312.2,1695,27.1,32,0,0,0,0,0,0,9.599999999999966,4810.249591544012,867.2,0.18408018867924528,0,0
5581,M20440,M,302.6,312.2,1458,38.8,34,0,0,0,0,0,0,9.599999999999966,5924.0384350212,1319.1999999999998,0.2139821795750514,0,1
5582,M20441,M,302.5,312.1,1454,47.6,37,0,0,0,0,0,0,9.600000000000023,7247.696139733701,1761.2,0.21450171821305844,0,1
5583,L52762,L,302.5,312.0,2052,18.9,40,0,0,0,0,0,0,9.5,4061.325318854741,756.0,0.15197272284461763,0,0
5584,L52763,L,302.5,312.0,1673,29.9,42,0,0,0,0,0,0,9.5,5238.364894424204,1255.8,0.1863799283154122,0,0
5585,L52764,L,302.4,311.9,1578,29.9,44,0,0,0,0,0,0,9.5,4940.908430006811,1315.6,0.19753008233058897,0,0
5586,M20445,M,302.5,312.0,1642,29.1,46,0,0,0,0,0,0,9.5,5003.740283078607,1338.6000000000001,0.1898965307364577,0,1
5587,M20446,M,302.4,311.8,1557,31.5,49,0,0,0,0,0,0,9.400000000000034,5136.032749721273,1543.5,0.20012836970474968,0,1
5588,L52767,L,302.5,311.9,1481,42.9,52,0,0,0,0,0,0,9.399999999999977,6653.359169552072,2230.7999999999997,0.2104588394062078,0,0
5589,M20448,M,302.5,311.8,1566,37.6,54,0,0,0,0,0,0,9.300000000000011,6166.066733053759,2030.4,0.19897894065092533,0,1
5590,M20449,M,302.5,311.9,1298,57.5,57,0,0,0,0,0,0,9.399999999999977,7815.758923355807,3277.5,0.2401077752117013,0,1
5591,M20450,M,302.5,311.9,1340,59.4,60,0,0,0,0,0,0,9.399999999999977,8335.27362850444,3564.0,0.23258762117822518,0,1
5592,L52771,L,302.5,312.0,1574,33.8,63,0,0,0,0,0,0,9.5,5571.216636072043,2129.3999999999996,0.1980952380952381,0,0
5593,L52772,L,302.5,311.9,1437,46.7,65,0,0,0,0,0,0,9.399999999999977,7027.522854594617,3035.5,0.21689847009735744,0,0
5594,L52773,L,302.6,311.9,1354,48.0,67,0,0,0,0,0,0,9.299999999999955,6805.946324736928,3216.0,0.23018450184501843,0,0
5595,L52774,L,302.6,311.9,1598,35.5,69,0,0,0,0,0,0,9.299999999999955,5940.646988183178,2449.5,0.19505941213258285,0,0
5596,M20455,M,302.7,312.0,1944,21.4,71,0,0,0,0,0,0,9.300000000000011,4356.509364586038,1519.3999999999999,0.16041131105398457,0,1
5597,M20456,M,302.7,312.0,1538,36.7,74,0,0,0,0,0,0,9.300000000000011,5910.864689827148,2715.8,0.20272904483430798,0,1
5598,L52777,L,302.7,312.0,1501,37.0,77,0,0,0,0,0,0,9.300000000000011,5815.821040080546,2849.0,0.20772303595206393,0,0
5599,L52778,L,302.8,312.1,1441,52.1,79,0,0,0,0,0,0,9.300000000000011,7861.95080733909,4115.900000000001,0.2164355062413315,0,0
5600,M20459,M,302.7,312.0,1652,31.0,81,0,0,0,0,0,0,9.300000000000011,5362.908099188016,2511.0,0.18874773139745918,0,1
5601,L52780,L,302.8,312.1,1487,36.6,84,0,0,0,0,0,0,9.300000000000011,5699.288896583388,3074.4,0.20974462365591398,0,0
5602,L52781,L,302.9,312.2,1605,33.9,86,0,0,0,0,0,0,9.300000000000011,5697.749516183128,2915.4,0.19439601494396014,0,0
5603,L52782,L,302.9,312.1,1334,54.7,88,0,0,0,0,0,0,9.200000000000045,7641.379587130549,4813.6,0.23378277153558055,0,0
5604,L52783,L,302.9,312.2,1340,57.8,90,0,0,0,0,0,0,9.300000000000011,8110.754473527888,5202.0,0.23281133482475763,0,0
5605,L52784,L,302.9,312.2,1513,37.8,92,0,0,0,0,0,0,9.300000000000011,5989.069402950509,3477.6,0.20620871862615586,0,0
5606,L52785,L,302.9,312.2,1510,41.4,94,0,0,0,0,0,0,9.300000000000011,6546.45077155041,3891.6,0.20661813368630044,0,0
5607,L52786,L,302.9,312.2,1729,23.6,96,0,0,0,0,0,0,9.300000000000011,4273.026775804646,2265.6000000000004,0.18046242774566473,0,0
5608,M20467,M,302.9,312.2,1745,25.5,98,0,0,0,0,0,0,9.300000000000011,4659.767303437061,2499.0,0.17880870561282933,0,1
5609,M20468,M,303.1,312.3,1623,31.6,101,0,0,0,0,0,0,9.199999999999989,5370.741136870966,3191.6000000000004,0.19230295566502464,0,1
5610,M20469,M,303.1,312.4,1378,50.1,104,0,0,0,0,0,0,9.299999999999955,7229.621510000047,5210.400000000001,0.22654097171863669,0,1
5611,L52790,L,303.1,312.4,1407,41.2,107,0,0,0,0,0,0,9.299999999999955,6070.436652678485,4408.400000000001,0.221875,0,0
5612,M20471,M,303.0,312.3,1674,29.5,109,0,0,0,0,0,0,9.300000000000011,5171.375667074159,3215.5,0.18644776119402987,0,1
5613,L52792,L,303.0,312.3,1486,42.4,112,0,0,0,0,0,0,9.300000000000011,6598.014778971331,4748.8,0.21002017484868865,0,0
5614,M20473,M,303.0,312.3,1483,38.8,114,0,0,0,0,0,0,9.300000000000011,6025.61659748727,4423.2,0.21044474393530999,0,1
5615,H35028,H,303.0,312.2,1624,28.8,117,0,0,0,0,0,0,9.199999999999989,4897.868610652631,3369.6,0.19212307692307692,0,2
5616,M20475,M,303.0,312.2,1257,71.3,122,1,0,0,1,0,0,9.199999999999989,9385.413804819898,8698.6,0.24817170111287756,0,1
5617,L52796,L,303.0,312.3,1480,41.4,125,0,0,0,0,0,0,9.300000000000011,6416.388835691793,5175.0,0.2108710330857529,0,0
5618,L52797,L,303.1,312.4,1404,61.5,127,1,0,0,1,0,0,9.299999999999955,9042.131975562143,7810.5,0.22234875444839855,0,0
5619,M20478,M,303.0,312.4,1645,29.6,129,0,0,0,0,0,0,9.399999999999977,5099.014316286473,3818.4,0.18979343863912515,0,1
5620,L52799,L,303.0,312.3,1932,21.9,132,0,0,0,0,0,0,9.300000000000011,4430.7766149169,2890.7999999999997,0.16156233833419556,0,0
5621,L52800,L,303.0,312.3,1533,38.5,134,0,0,0,0,0,0,9.300000000000011,6180.612307039879,5159.0,0.20358539765319428,0,0
5622,M20481,M,302.9,312.2,1292,54.4,136,0,0,0,0,0,0,9.300000000000011,7360.207044634262,7398.4,0.2414539829853055,0,1
5623,L52802,L,302.9,312.2,1571,40.6,139,0,0,0,0,0,0,9.300000000000011,6679.298252895211,5643.400000000001,0.1986005089058524,0,0
5624,L52803,L,302.9,312.3,1578,36.3,141,0,0,0,0,0,0,9.400000000000034,5998.494180911279,5118.299999999999,0.19778340721975934,0,0
5625,M20484,M,302.8,312.2,1469,36.9,143,0,0,0,0,0,0,9.399999999999977,5676.449517991789,5276.7,0.21238095238095236,0,1
5626,L52805,L,302.7,312.1,1728,24.4,146,0,0,0,0,0,0,9.400000000000034,4415.319979061239,3562.3999999999996,0.18050896471949104,0,0
5627,H35040,H,302.7,312.1,1603,32.5,148,0,0,0,0,0,0,9.400000000000034,5455.637442346475,4810.0,0.19457605985037407,0,2
5628,L52807,L,302.7,312.1,1597,39.8,153,0,0,0,0,0,0,9.400000000000034,6656.050467258646,6089.4,0.19530663329161455,0,0
5629,L52808,L,302.7,312.1,1688,32.0,155,0,0,0,0,0,0,9.400000000000034,5656.542292543542,4960.0,0.1847838957963292,0,0
5630,L52809,L,302.7,312.2,1405,51.4,157,0,0,0,0,0,0,9.5,7562.5465554764705,8069.8,0.2220483641536273,0,0
5631,M20490,M,302.8,312.2,1615,32.9,159,0,0,0,0,0,0,9.399999999999977,5564.127108650442,5231.099999999999,0.1931930693069307,0,1
5632,L52811,L,302.8,312.2,1515,36.8,162,0,0,0,0,0,0,9.399999999999977,5838.3357874312715,5961.599999999999,0.2059366754617414,0,0
5633,L52812,L,302.7,312.2,1376,52.8,164,0,0,0,0,0,0,9.5,7608.183424757616,8659.199999999999,0.22672476397966593,0,0
5634,L52813,L,302.7,312.2,1447,47.5,166,0,0,0,0,0,0,9.5,7197.650568762015,7885.0,0.2156077348066298,0,0
5635,M20494,M,302.6,312.2,1353,56.5,168,0,0,0,0,0,0,9.599999999999966,8005.24932024483,9492.0,0.23057607090103396,0,1
5636,L52815,L,302.6,312.1,1502,47.3,171,0,0,0,0,0,0,9.5,7439.773114574179,8088.299999999999,0.2076513639387891,0,0
5637,L52816,L,302.6,312.0,1447,45.5,173,0,0,0,0,0,0,9.399999999999977,6894.591597445719,7871.5,0.2154696132596685,0,0
5638,M20497,M,302.5,312.0,1487,46.1,175,0,0,0,0,0,0,9.5,7178.612517281262,8067.5,0.20967741935483872,0,1
5639,L52818,L,302.6,312.1,1519,38.1,178,0,0,0,0,0,0,9.5,6060.540635819678,6781.8,0.20532894736842106,0,0
5640,L52819,L,302.6,312.1,1668,28.7,180,0,0,0,0,0,1,9.5,5013.102229186305,5166.0,0.18699820251647695,0,0
5641,L52820,L,302.6,312.1,1420,51.6,182,0,0,0,0,0,0,9.5,7673.02589712771,9391.2,0.21963406052076004,0,0
5642,L52821,L,302.6,312.1,1473,37.3,184,0,0,0,0,0,0,9.5,5753.607033563954,6863.2,0.2117367706919946,0,0
5643,L52822,L,302.5,312.0,1495,38.8,186,0,0,0,0,0,0,9.5,6074.374115470984,7216.799999999999,0.20855614973262032,0,0
5644,L52823,L,302.5,312.0,1574,42.0,188,0,0,0,0,0,0,9.5,6922.813571450468,7896.0,0.1980952380952381,0,0
5645,L52824,L,302.5,312.0,1383,51.3,190,0,0,0,0,0,0,9.5,7429.64671425411,9747.0,0.2254335260115607,0,0
5646,M20505,M,302.5,312.0,1591,29.4,192,0,0,0,0,0,0,9.5,4898.308433624133,5644.799999999999,0.19597989949748743,0,1
5647,M20506,M,302.4,311.8,1644,37.2,195,0,0,0,0,0,0,9.400000000000034,6404.32511990201,7254.000000000001,0.18954407294832828,0,1
5648,H35061,H,302.5,311.8,2370,14.7,198,0,0,0,0,0,0,9.300000000000011,3648.3315486138267,2910.6,0.13150569380008437,0,2
5649,L52828,L,302.5,311.9,1401,44.9,203,0,0,0,0,0,0,9.399999999999977,6587.3857238266855,9114.699999999999,0.2224679029957204,1,0
5650,M20509,M,302.5,311.9,1414,51.6,205,0,0,0,0,0,0,9.399999999999977,7640.604660942663,10578.0,0.22042402826855123,1,1
5651,L52830,L,302.5,312.0,1456,46.3,208,0,0,0,0,0,0,9.5,7059.4519079306,9630.4,0.21413864104323954,1,0
5652,M20511,M,302.5,312.0,1447,45.7,210,0,0,0,0,0,0,9.5,6924.897494577349,9597.0,0.2154696132596685,1,1
5653,L52832,L,302.4,311.8,1727,26.5,213,0,0,0,0,0,0,9.400000000000034,4792.551952928789,5644.5,0.18043981481481483,1,0
5654,L52833,L,302.4,311.7,1495,36.8,215,0,0,0,0,0,0,9.300000000000011,5761.262047663201,7911.999999999999,0.20835561497326202,1,0
5655,L52834,L,302.3,311.6,1544,34.3,0,0,0,0,0,0,0,9.300000000000011,5545.874455333085,0.0,0.20168284789644014,0,0
5656,L52835,L,302.3,311.5,1387,47.3,2,0,0,0,0,0,0,9.199999999999989,6870.15000660079,94.6,0.2244236311239193,0,0
5657,M20516,M,302.3,311.5,1316,47.2,4,0,0,0,0,0,0,9.199999999999989,6504.688533208691,188.8,0.23652239939255884,0,1
5658,L52837,L,302.3,311.5,1794,26.1,7,0,0,0,0,0,0,9.199999999999989,4903.334981869877,182.70000000000002,0.1735376044568245,0,0
5659,M20518,M,302.2,311.4,1372,55.1,9,0,0,0,0,0,0,9.199999999999989,7916.520271731944,495.90000000000003,0.22680262199562998,0,1
5660,M20519,M,302.3,311.5,1674,30.0,12,0,0,0,0,0,0,9.199999999999989,5259.026102109314,360.0,0.18597014925373134,0,1
5661,L52840,L,302.2,311.4,1477,41.7,15,0,0,0,0,0,0,9.199999999999989,6449.783965599452,625.5,0.21069012178619756,0,0
5662,L52841,L,302.2,311.4,1397,53.0,17,0,0,0,0,0,0,9.199999999999989,7753.555388814729,901.0,0.2227467811158798,0,0
5663,L52842,L,302.2,311.5,1616,34.0,19,0,0,0,0,0,0,9.300000000000011,5753.722225294586,646.0,0.19264069264069264,0,0
5664,M20523,M,302.3,311.5,1530,42.3,21,0,0,0,0,0,0,9.199999999999989,6777.35783158926,888.3,0.20346178967994774,0,1
5665,M20524,M,302.2,311.4,1539,35.1,24,0,0,0,0,0,0,9.199999999999989,5656.84597983339,842.4000000000001,0.2022077922077922,0,1
5666,L52845,L,302.3,311.4,1845,21.9,27,0,0,0,0,0,0,9.099999999999966,4231.254065487413,591.3,0.16868905742145177,0,0
5667,L52846,L,302.2,311.4,1430,43.1,29,0,0,0,0,0,0,9.199999999999989,6454.192667289992,1249.9,0.21761006289308174,0,0
5668,L52847,L,302.2,311.4,2080,19.2,31,0,0,0,0,0,0,9.199999999999989,4182.088140458732,595.1999999999999,0.14963959634790966,0,0
5669,M20528,M,302.2,311.4,1432,45.3,33,0,0,0,0,0,0,9.199999999999989,6793.1286267102805,1494.8999999999999,0.2173063503140265,0,1
5670,M20529,M,302.2,311.5,1479,39.5,36,0,0,0,0,0,0,9.300000000000011,6117.780453968084,1422.0,0.21047297297297296,0,1
5671,L52850,L,302.2,311.5,1424,45.2,39,0,0,0,0,0,0,9.300000000000011,6740.266094325879,1762.8000000000002,0.21859649122807018,0,0
5672,H35085,H,302.2,311.6,1534,37.2,41,0,0,0,0,0,0,9.400000000000034,5975.811881952362,1525.2,0.20299674267100978,0,2
5673,H35086,H,302.1,311.6,1701,26.2,46,0,0,0,0,0,0,9.5,4666.961550613781,1205.2,0.18307873090481788,0,2
5674,L52853,L,302.2,311.6,1462,50.0,51,0,0,0,0,0,0,9.400000000000034,7655.01409924713,2550.0,0.212987012987013,0,0
5675,M20534,M,302.2,311.7,1393,42.5,53,0,0,0,0,0,0,9.5,6199.671302471658,2252.5,0.22360114777618365,0,1
5676,M20535,M,302.3,311.7,1453,42.5,56,0,0,0,0,0,0,9.399999999999977,6466.70667802679,2380.0,0.21437414030261348,0,1
5677,L52856,L,302.3,311.8,1565,37.8,59,0,0,0,0,0,0,9.5,6194.906553613711,2230.2,0.19910600255427843,0,0
5678,L52857,L,302.3,311.8,1281,51.7,61,0,0,0,0,0,0,9.5,6935.348526138292,3153.7000000000003,0.24321372854914197,0,0
5679,M20538,M,302.2,311.7,1584,36.2,63,0,0,0,0,0,0,9.5,6004.714534365387,2280.6000000000004,0.19665615141955836,0,1
5680,M20539,M,302.2,311.7,1466,49.0,66,0,0,0,0,0,0,9.5,7522.438889265639,3234.0,0.21247443762781185,0,1
5681,M20540,M,302.2,311.6,1386,50.5,69,0,0,0,0,0,0,9.400000000000034,7329.649820090346,3484.5,0.22465753424657536,0,1
5682,L52861,L,302.2,311.6,1383,44.3,72,0,0,0,0,0,0,9.400000000000034,6415.854764940683,3189.6,0.22514450867052024,0,0
5683,H35096,H,302.3,311.6,1441,53.9,74,0,0,0,0,0,0,9.300000000000011,8133.572908168463,3988.6,0.21608876560332874,0,2
5684,M20543,M,302.2,311.6,1592,37.7,79,0,0,0,0,0,0,9.400000000000034,6285.112150673789,2978.3,0.19560577526679224,0,1
5685,H35098,H,302.2,311.6,1594,36.8,82,0,0,0,0,0,0,9.400000000000034,6142.777059515146,3017.6,0.19536050156739812,0,2
5686,L52865,L,302.2,311.5,1482,45.6,87,0,0,0,0,0,0,9.300000000000011,7076.877275182513,3967.2000000000003,0.2100472016183412,0,0
5687,L52866,L,302.2,311.6,1658,31.4,89,0,0,0,0,0,0,9.400000000000034,5451.836115235631,2794.6,0.18782399035563593,0,0
5688,L52867,L,302.3,311.7,2170,18.2,91,0,0,0,0,0,0,9.399999999999977,4135.802008695843,1656.2,0.14357438968217412,0,0
5689,M20548,M,302.3,311.7,1423,44.6,93,0,0,0,0,0,0,9.399999999999977,6646.123034473303,4147.8,0.21889044943820224,0,1
5690,L52869,L,302.4,311.8,1543,31.1,96,0,0,0,0,0,0,9.400000000000034,5025.218304853649,2985.6000000000004,0.20194300518134717,0,0
5691,L52870,L,302.3,311.8,1435,44.8,98,0,0,0,0,0,0,9.5,6732.223617132688,4390.4,0.21713091922005573,0,0
5692,L52871,L,302.4,311.8,1320,56.4,100,0,0,0,0,0,0,9.400000000000034,7796.176329148429,5640.0,0.23603330809992432,0,0
5693,M20552,M,302.4,311.9,1313,55.7,102,0,0,0,0,0,0,9.5,7658.58504289671,5681.400000000001,0.23736681887366817,0,1
5694,M20553,M,302.4,311.8,1453,42.1,105,0,0,0,0,0,0,9.400000000000034,6405.843556351244,4420.5,0.21444291609353508,0,1
5695,L52874,L,302.4,311.8,1508,45.7,108,0,0,0,0,0,0,9.400000000000034,7216.824755924425,4935.6,0.20662690523525515,0,0
5696,L52875,L,302.4,311.8,1451,42.0,110,0,0,0,0,0,0,9.400000000000034,6381.8313165023055,4620.0,0.2147382920110193,0,0
5697,H35110,H,302.5,311.9,1595,34.6,112,0,0,0,0,0,0,9.399999999999977,5779.169125788665,3875.2000000000003,0.19542606516290725,0,2
5698,L52877,L,302.5,311.9,1354,49.4,117,0,0,0,0,0,0,9.399999999999977,7004.453092541755,5779.8,0.23018450184501843,0,0
5699,L52878,L,302.5,311.9,1265,59.8,119,0,0,0,0,0,0,9.399999999999977,7921.735315536902,7116.2,0.24636650868878354,0,0
5700,L52879,L,302.4,311.9,1867,25.9,121,0,0,0,0,0,0,9.5,5063.755174737684,3133.8999999999996,0.16697002141327622,0,0
5701,L52880,L,302.5,311.9,1497,41.6,123,0,0,0,0,0,0,9.399999999999977,6521.443694027836,5116.8,0.2082109479305741,0,0
5702,M20561,M,302.5,311.9,1347,54.3,125,0,0,0,0,0,0,9.399999999999977,7659.4228009376675,6787.5,0.23137982195845697,0,1
5703,L52882,L,302.3,311.7,1544,43.2,128,0,0,0,0,0,0,9.399999999999977,6984.891442285403,5529.6,0.20174757281553396,0,0
5704,H35117,H,302.3,311.7,1456,45.4,130,0,0,0,0,0,0,9.399999999999977,6922.2271408217985,5902.0,0.21393273850377487,0,2
5705,L52884,L,302.5,311.8,1335,52.7,135,0,0,0,0,0,0,9.300000000000011,7367.5060115661045,7114.5,0.23338323353293414,0,0
5706,L52885,L,302.4,311.9,1452,43.1,137,0,0,0,0,0,0,9.5,6553.4879390944525,5904.7,0.21465932553337919,0,0
5707,L52886,L,302.4,311.9,1290,70.0,139,1,0,0,1,0,0,9.5,9456.193887305277,9730.0,0.2415956622773044,0,0
5708,L52887,L,302.4,311.8,1448,43.4,141,0,0,0,0,0,0,9.400000000000034,6580.924514935803,6119.4,0.21518288474810215,0,0
5709,L52888,L,302.3,311.7,1611,38.6,143,0,0,0,0,0,0,9.399999999999977,6511.956084213995,5519.8,0.1933622828784119,0,0
5710,L52889,L,302.2,311.7,1556,38.6,145,0,0,0,0,0,0,9.5,6289.636044094958,5597.0,0.2001926782273603,0,0
5711,H35124,H,302.2,311.7,1413,46.5,147,0,0,0,0,0,0,9.5,6880.559150259685,6835.5,0.22043847241867043,0,2
5712,L52891,L,302.2,311.6,1545,35.9,152,0,0,0,0,0,0,9.400000000000034,5808.333577589489,5456.8,0.2015523932729625,0,0
5713,L52892,L,302.2,311.7,1330,54.6,154,0,0,0,0,0,0,9.5,7604.539177279453,8408.4,0.2341848234410218,0,0
5714,L52893,L,302.2,311.9,1596,38.0,156,0,0,0,0,0,0,9.699999999999989,6351.043708497126,5928.0,0.1953036944270507,0,0
5715,L52894,L,302.2,311.8,1618,36.0,158,0,0,0,0,0,0,9.600000000000023,6099.716296209942,5688.0,0.19258801729462632,0,0
5716,H35129,H,302.2,311.9,1597,35.8,160,0,0,0,0,0,0,9.699999999999989,5987.10067155426,5728.0,0.19518147684605755,0,2
5717,L52896,L,302.3,312.0,1354,52.2,165,0,0,0,0,0,0,9.699999999999989,7401.46662815141,8613.0,0.23025830258302582,0,0
5718,L52897,L,302.3,312.0,1746,28.1,167,0,0,0,0,0,0,9.699999999999989,5137.82345753382,4692.7,0.17859187178019462,0,0
5719,L52898,L,302.4,312.0,1621,32.5,169,0,0,0,0,0,0,9.600000000000023,5516.898499091476,5492.5,0.19235511713933415,0,0
5720,L52899,L,302.3,312.0,1398,43.3,171,0,0,0,0,0,0,9.699999999999989,6339.042824560413,7404.299999999999,0.22301644031451037,0,0
5721,L52900,L,302.3,311.9,1434,51.9,173,0,0,0,0,0,0,9.599999999999966,7793.72588687863,8978.699999999999,0.2173519163763066,0,0
5722,M20581,M,302.3,311.8,1443,43.4,175,0,0,0,0,0,0,9.5,6558.200328074837,7595.0,0.21592797783933518,0,1
5723,L52902,L,302.2,311.7,1488,44.6,178,0,0,0,0,0,0,9.5,6949.705604565197,7938.8,0.20933512424445935,0,0
5724,M20583,M,302.3,311.8,1475,48.0,180,0,0,0,0,0,0,9.5,7414.158662471912,8640.0,0.21124661246612467,0,1
5725,L52904,L,302.3,311.8,1433,50.3,183,0,0,0,0,0,0,9.5,7548.189477049563,9204.9,0.21743375174337518,0,0
5726,M20585,M,302.3,311.8,1557,34.1,185,0,0,0,0,0,0,9.5,5559.95926239668,6308.5,0.20012836970474968,0,1
5727,M20586,M,302.4,311.9,1398,50.1,188,0,0,0,0,0,0,9.5,7334.550704629947,9418.800000000001,0.22294496068620442,0,1
5728,M20587,M,302.3,311.8,1559,34.4,191,0,0,0,0,0,0,9.5,5616.078579165305,6570.4,0.19987179487179488,0,1
5729,M20588,M,302.4,311.9,1422,46.4,194,0,0,0,0,0,0,9.5,6909.493218599247,9001.6,0.21918482080112436,0,1
5730,M20589,M,302.3,311.8,1463,35.7,197,0,0,0,0,0,0,9.5,5469.418562120223,7032.900000000001,0.21297814207650273,0,1
5731,L52910,L,302.3,311.7,1793,25.3,200,0,0,0,0,0,0,9.399999999999977,4750.391779517615,5060.0,0.1737458193979933,0,0
5732,L52911,L,302.2,311.6,1872,20.4,202,0,0,0,0,0,0,9.400000000000034,3999.121784313663,4120.799999999999,0.1663641217298452,1,0
5733,L52912,L,302.2,311.7,1412,44.5,204,0,0,0,0,0,0,9.5,6579.961093188703,9078.0,0.2205944798301486,1,0
5734,L52913,L,302.3,311.8,1487,43.2,206,0,0,0,0,0,0,9.5,6727.029517278753,8899.2,0.2095430107526882,1,0
5735,L52914,L,302.3,311.8,1369,56.2,208,1,0,0,0,1,0,9.5,8056.90757544536,11689.6,0.22759124087591243,1,0
5736,L52915,L,302.4,311.8,1673,30.1,210,0,0,0,0,0,0,9.400000000000034,5273.404124487242,6321.0,0.1862604540023895,1,0
5737,M20596,M,302.4,311.9,1439,36.6,212,0,0,0,0,0,0,9.5,5515.317230789169,7759.200000000001,0.21659722222222222,1,1
5738,L52917,L,302.3,311.8,1574,42.8,215,0,0,0,0,0,0,9.5,7054.676687097143,9202.0,0.197968253968254,1,0
5739,L52918,L,302.3,311.7,1281,48.8,0,0,0,0,0,0,0,9.399999999999977,6546.325107844267,0.0,0.24313572542901715,0,0
5740,M20599,M,302.2,311.7,1653,31.4,2,0,0,0,0,0,0,9.5,5435.395113681844,62.8,0.1884522370012092,0,1
5741,M20600,M,302.3,311.7,1535,38.3,5,0,0,0,0,0,0,9.399999999999977,6156.526763362357,191.5,0.20292968749999998,0,1
5742,M20601,M,302.3,311.7,1483,40.5,8,0,0,0,0,0,0,9.399999999999977,6289.625572119445,324.0,0.21004043126684635,0,1
5743,L52922,L,302.3,311.7,1414,47.0,11,0,0,0,0,0,0,9.399999999999977,6959.465485742348,517.0,0.2202826855123675,0,0
5744,M20603,M,302.2,311.6,1379,42.9,13,0,0,0,0,0,0,9.400000000000034,6195.126465099464,557.6999999999999,0.22579710144927537,0,1
5745,H35158,H,302.2,311.5,1482,42.6,16,0,0,0,0,0,0,9.300000000000011,6611.293243920505,681.6,0.2100472016183412,0,2
5746,L52925,L,302.1,311.5,1987,20.1,21,0,0,0,0,0,0,9.399999999999977,4182.3708837975555,422.1,0.15669014084507044,0,0
5747,M20606,M,302.1,311.5,1635,31.6,23,0,0,0,0,0,0,9.399999999999977,5410.450868012342,726.8000000000001,0.1904034229828851,0,1
5748,L52927,L,302.1,311.5,1533,39.4,26,0,0,0,0,0,0,9.399999999999977,6325.094153178473,1024.3999999999999,0.2030638852672751,0,0
5749,M20608,M,302.2,311.7,1576,34.0,28,0,0,0,0,0,0,9.5,5611.303358331849,952.0,0.19765377298668357,0,1
5750,H35163,H,302.2,311.8,1330,62.4,31,0,0,0,0,0,0,9.600000000000023,8690.901916890803,1934.3999999999999,0.23425995492111196,0,2
5751,L52930,L,302.2,311.8,1981,21.8,36,0,0,0,0,0,0,9.600000000000023,4522.406400646603,784.8000000000001,0.15731584258324924,0,0
5752,H35165,H,302.3,311.8,1475,42.8,38,0,0,0,0,0,0,9.5,6610.958140704121,1626.3999999999999,0.21124661246612467,0,2
5753,H35166,H,302.3,311.8,1804,25.0,43,0,0,0,0,0,0,9.5,4722.860955896656,1075.0,0.17274238227146815,0,2
5754,L52933,L,302.2,311.6,1416,54.1,48,0,0,0,0,0,0,9.400000000000034,8022.11967279461,2596.8,0.2199011997177135,0,0
5755,L52934,L,302.1,311.5,1727,27.7,50,0,0,0,0,0,0,9.399999999999977,5009.573173438773,1385.0,0.1802662037037037,0,0
5756,L52935,L,302.1,311.4,1391,49.2,52,0,0,0,0,0,0,9.299999999999955,7166.72682507518,2558.4,0.22370689655172413,0,0
5757,M20616,M,302.0,311.5,1366,52.3,54,0,0,0,0,0,0,9.5,7481.36780130771,2824.2,0.22787125091441113,0,1
5758,L52937,L,301.9,311.3,1366,55.6,57,0,0,0,0,0,0,9.400000000000034,7953.423513436112,3169.2000000000003,0.22772494513533284,0,0
5759,L52938,L,301.9,311.3,1501,40.8,59,0,0,0,0,0,0,9.400000000000034,6413.121579332061,2407.2,0.20725699067909456,0,0
5760,L52939,L,301.8,311.3,1551,35.8,61,0,0,0,0,0,0,9.5,5814.648178823205,2183.7999999999997,0.2005798969072165,0,0
5761,M20620,M,301.9,311.3,1522,35.6,63,0,0,0,0,0,0,9.400000000000034,5674.051435599549,2242.8,0.20439921208141826,0,1
5762,L52941,L,301.9,311.2,1369,49.8,66,0,0,0,0,0,0,9.300000000000011,7139.394968988948,3286.7999999999997,0.22715328467153284,0,0
5763,L52942,L,301.8,311.2,1334,52.3,68,0,0,0,0,0,0,9.399999999999977,7306.1088191394465,3556.3999999999996,0.23310861423220972,0,0
5764,H35177,H,301.8,311.2,1451,39.4,70,0,0,0,0,0,0,9.399999999999977,5986.765568337877,2758.0,0.2143250688705234,0,2
5765,L52944,L,301.7,311.2,1589,37.9,75,0,0,0,0,0,0,9.5,6306.548284546783,2842.5,0.19572327044025156,0,0
5766,L52945,L,301.7,311.3,1708,30.5,77,0,0,0,0,0,0,9.600000000000023,5455.270923203557,2348.5,0.18215330602691635,0,0
